MATRICULE;DEPARTEMENT;FRANCE SERVICES;ADRESSE;COMPLEMENT D'ADRESSE;CODE INSEE;CODE POSTAL;COMMUNE;LATITUDE;LONGITUDE;CONTACT MAIL;TELEPHONE;TYPE STRUCTURE PORTEUSE;STRUCTURE PORTEUSE;HORAIRES LUNDI;HORAIRES MARDI;HORAIRES MERCREDI;HORAIRES JEUDI;HORAIRES VENDREDI;HORAIRES SAMEDI;ITINERANCE
452;76;Centre social Agiès;1 bis avenue Jacques eberhard;;76305;76700;GONFREVILLE L'ORCHER;49,504313;0,233692;centresocialagies@gmail.com;;Association;AGIES Centre Social;13:30 - 17:30;8:30 - 17:30;8:30 - 12:00;8:30 - 17:30;13:30 - 16:30;-;
453;76;Espace Delahaye;Route de Tôtes;;76752;76760;YERVILLE;49,66936;0,900253;;;Collectivité;Mairie de Yerville;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;-;
454;77;PIMMS de Melun ;16 Rue Saint Liesne;;77288;77000;MELUN;48,539751;2,665337;melun@pimms.org; 16 49 49 22;PIMMS;Union Nationale des PIMMS;14:00 - 17:30;9:30 - 13:00 / 14:00 - 17:30;9:30 - 13:00 / 14:00 - 17:30;9:30 - 13:00 / 14:00 - 17:30;9:30 - 13:00 / 14:00 - 17:00;-;
455;77;Plaines et Monts de France;6 Rue du Général de Gaulle;;77153;77230;DAMMARTIN-EN-GOËLE;49,05394;2,674489;;;Collectivité;Communauté de communes de Plaines-et-Monts-de-France;14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 16:30;-;Oui
456;77;Nangis Lude;95 Rue Maurice Wanlin;;77191;77370;FONTENAILLES;48,55527;2,953584;accueil@nangislude.fr;;Association;Centre social Nangis Lude;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
457;78;PIMMS Yvelines;11 rue Henri Dunant;;78440;78130;LES MUREAUX;48,993866;1,913007;yvelines@pimms.org;1 75 83 80 42;PIMMS;Union Nationale des PIMMS;13:00 - 20:00;9:00 - 14:00 / Sur RDV : 15:00 - 17:30;9:00 - 14:00;9:00 - 14:00 / Sur RDV : 15:00 - 17:30;Sur RDV : 13:30 - 17:00;Ateliers libres et RDV : 9:30 - 12:30;
458;78;Point Services aux Particuliers;4 rue Koprivnice;;78621;78190;TRAPPES;48,778884;1,988548;numerique.pspsqy@orange.fr;;Association;;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 16:00;-;
459;78;Thoiry;3 place de la Fontaine;;78616;78770;THOIRY;48,864932;1,795123;mairie-de-thoiry@wanadoo.fr;;Collectivité;;9:30 - 12:30 / 14:00 - 18:00;10:00 - 11:30 / 14:00 - 18:00;-;10:00 - 11:30 / 14:00 - 18:00;10:00 - 12:00 / 14:00 - 19:00;9:30 - 12:00;
460;79;Niort;10ter rue Jules Siegfried;;79191;79000;NIORT;46,315634;-0,481648;;;Collectivité;Commune de NIORT;8:45 - 12:30 / 13:45 - 17:30;10:00 - 12:30 / 13:45 - 17:30;8:45 - 12:30 / 13:45 - 17:30;8:45 - 12:30 / 13:45 - 17:30;8:45 - 12:30 / 13:45 - 17:30;-;
461;79;Argentonnay;4 place Léopold Bergeron;;79013;79150;ARGENTONAY;46,984737;-0,444555;msap@argentonnay.fr;;Collectivité;Commune d' ARGENTONNAY;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00 ;-;
462;79;Sauze-Vaussais;40 grand’ rue;;79307;79190;SAUZE VAUSSAIS;46,133713;0,107145;;;Collectivité;CC Mellois en Poitou;-;9:30 - 12:30 / 14:00 - 16:30;14:00 - 16:30;9:30 - 12:30 / 13:30 - 17:00;9:30 - 12:30 / 13:30 - 17:00;9:30 - 12:30;
463;79;Saint-Maixent-l'Ecole;7 boulevard de la Trouillette;;79270;79400;SAINT-MAIXENT-L’ECOLE;46,41976;-0,29758;msap@cc-hvs.fr;5 49 76 79 44;Collectivité;CC Haut Val de Sèvre;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 ;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;
464;79;Airvault;16ter rue Emmanuel Bonnet;;79005;79600;AIRVAULT;46,823802;-0,136877;dgs@airvault.fr;;Collectivité;Commune d'AIRVAULT;8:30 - 12:30 / 13:30 - 18:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 17:30;-;
465;79;Mauléon;8 grand ‘rue;;79079;79700;MAULEON;46,923074;-0,74859;msapmauleon@orange.fr;;Collectivité;Commune de MAULEON;9:30 - 12:30 ;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 17:00;-;
466;80;Amiens Nord;39 avenue de la Paix;;80021;80000;AMIENS;49,911763;2,30684;;;Collectivité;;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;
467;80;Etouvie;3 place du Pays d'Auge;Les Coursives;80021;80000;AMIENS;49,913645;2,253536;;;Collectivité;;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;
468;80;Abbeville;1 rue des Aubépines;;80001;80100;ABBEVILLE;50,107961;1,855223;;;Collectivité;;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 14:00 - 17:00 ;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;-;
469;80;Ham;12 rue Louis Braille;;80410;80400;HAM;49,742688;3,076041;accueil@centresocialestsomme.fr;3 22 37 00 22;Collectivité;Centre social de l’Est de la Somme;8:30 - 12:15 / 13:30 - 17:30;8:30 - 12:15 / 13:30 - 17:30;8:30 - 12:15 / 13:30 - 17:30 ;8:30 - 12:15 / 13:30 - 17:30 ;8:30 - 12:15 / 13:30 - 17:30 ;13:30 - 17:00 ;
470;81;Albi rive droite;24 square Bonaparte;;81004;81000;ALBI;43,94291;2,155528;msap@mairie-albi.fr;5 63 49 15 00;Collectivité;MAIRIE d'ALBI;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
471;81;Centre Tarn;2 bis Boulevard Carnot;;81222;81120;REALMONT;43,776124;2,191271;;;Collectivité;Communauté de Communes Centre Tarn;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;-;
472;81;Lautrécois-Pays d'Agout;Le Moulin;Maison du Pays;81286;81220;SERVIES;43,659371;2,025173;;;Collectivité;Communauté de Communes du Lautrécois-Pays d'Agout;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;
473;81;Lacaune;8 rue Antoine Cambon;;81124;81230;LACAUNE;43,706696;2,690667;;;Collectivité;ccmlhl;8:30 - 12:30 / 13:30 - 16:30;8:30 - 12:30 / 13:30 - 16:30;8:30 - 12:30 / 13:30 - 16:30;8:30 - 12:30 / 13:30 - 16:30;8:30 - 12:30;-;
474;81;Alban;1 rue du sénateur Boularan;;81003;81250;ALBAN;43,88878;2,45633;;;Collectivité;CCMAV;8:30 - 12:30 / 14:00 - 17:30;8:30 - 12:30 / 14:00 - 17:30;8:30 - 12:30 / 14:00 - 17:30;8:30 - 12:30 / 14:00 - 17:30;8:30 - 12:30 / 14:00 - 17:30;-;
475;82;Lauzerte;12 Rue du Millial 82110 Lauzerte;;08294;82110;LAUZERTE;44,255068;1,13499;info-aqps@orange.fr;;Association;Association Quercy Pays de Serre;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;-;
476;82;Lafrançaise;33 Rue Mary Lafon 82130 Lafrançaise;;08287;82130;LAFRANCAISE;44,128379;1,241033;contact@cc-payslafrancaisain.fr;5 63 65 91 90;Collectivité;Communauté de communes Coteaux et Plaines du Pays Lafrancaisain;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;-;
477;82;Grisolles;9 rue François Faugères;;82075;82170;GRISOLLES;43,826551;1,297306;msap.grisolles@grandsud82.fr;;Collectivité;Communauté de communes Grand Sud Tarn-et-Garonne;14:00 - 18:00;9:30 - 12:30 / 14:00 - 18:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 18:00;-;-;
478;82;Saint-Nicolas-de-la-Garve;Place du Château;;82169;82210;ST NICOLAS DE LA GRAVE;44,06426;1,023416;franceservices@ville-stnicolas82.fr;5 63 04 18 71;Collectivité;Commune de Saint-Nicolas-de-la-Grave;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;
480;82;Négrepelisse;370 avenue du 8 mai 1945;;82134;82800;NEGREPELISSE;44,074865;1,516101;msap@quercyvertaveyron.fr;5 63 30 90 90;Collectivité;Communuaté de communes Quercy Vert Aveyron;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
481;83;Méounes-lès-Montrieux;12 Route de Brignoles;La Poste;83077;83136;MEOUNES LES MONTRIEUX;43,281515;5,969501;;;La Poste;La Poste;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00;
482;83;Pays de Fayence;159, Rue de la Comtesse de Villeneuve;Quartier la Ferrage;83055;83440;FAYENCE;43,623963;6,692425;msap.paysdefayence@gmail.com;;Collectivité;Communauté de Communes du Pays de Fayence;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;
483;83;Muy;3 rue Joaquim Ollivier;;08386;83490;LE MUY;43,473754;6,566302;;;Association;MODE 83;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;-;
484;83;Seyne sur mer;99 avenue Louis Pergaud;;83126;83500;LA SEYNE SUR MER;43,111584;5,869744;;;Collectivité;GIP MSP de la Seyne;8:30 - 12:00 / 13:15 - 17:00;8:30 - 12:00 / 13:15 - 17:00;8:30 - 12:00 / 13:15 - 17:00;8:30 - 12:00 / 13:15 - 17:00;8:30 - 12:00 / 13:15 - 17:00;-;
485;83;Collobrières;Place de la Libération;La Poste;83043;83610;COLLOBRIERES;43,237586;6,38961;;;La Poste;La Poste;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 16:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;
486;83;Aups;33 bis Avenue Georges Clémenceau;Centre des Ressources;83007;83630;AUPS;43,625059;6,22323;;;Collectivité;Communauté des communes Lacs et Gorges du Verdon;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / Sur RDV : 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / Sur RDV : 13:30 - 16:30;-;
489;84;Villemarie Carpentras;73 rue Pierre Parrocel;;84031;84200;CARPENTRAS;44,056223;5,035623;;;Association;Espace Social et culturel Villemarie;8:30 - 17:00;9:00 - 12:30 / 14:00 - 18:30;9:00 - 12:30 / 14:00 - 17:00;8:30 - 17:00;-;-;
492;84;Sault;Quartier Moungne;;84123;84390;SAULT;;;msap@ccvs84.fr ;4 90 64 19 91;Collectivité;Communauté de communes Ventoux Sud;13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;-;
494;85;Sud Vendée Littoral;43 bis rue du 11 novembre;;85042;85450;CHAILLE LES MARAIS;46,396926;-1,022538;;;collectivité;Communauté de Communes Sud Vendée Littoral;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;-;
496;84;Valréas;45 cours Victor Hugo;;84138;84600;VALREAS;44,38518;4,988418;msap@mairie-valreas.fr ;;Collectivité;CCAS de Valréas;8:00 - 12:00 / 14:00 - 17:00;8:00 - 12:00 / 14:00 - 17:00;8:00 - 12:00 / 14:00 - 17:00;8:00 - 12:00 / 14:00 - 17:00;8:00 - 12:00 / 14:00 - 17:00;-;
498;84;Sorgues;86 Avenue du Général de Gaulle ;;84129;84700;SORGUES;44,005067;4,878441;;;Collectivité;Commune de Sorgues;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 16:00;-;
499;85;Chantonnay;Place de l’Hôtel de ville;;85051;85110;CHANTONNAY;46,70641;-1,03069;;;Opérateur;MSA 44-85;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00;-;
500;85;La Châtaigneraie;7 place de la république;;85059;85120;LA CHATAIGNERAIE;46,647055;-0,742213;emploi@ccplc.fr;;collectivité;Communauté de communes du Pays de La Châtaigneraie;9:00 - 13:00 / 14:00 - 17:30;9:00 - 13:00 / 14:00 - 17:30;9:00 - 13:00 / 14:00 - 18:00;9:00 - 13:00 / 14:00 - 17:30;9:00 - 13:00;-;
504;85;Moutiers les Mauxfaits;2 rue du chemin de fer;;85156;85540;MOUTIERS LES MAUXFAITS;46,49346;-1,425394;msap@vendeegrandlittoral.fr;2 44 41 80 30;collectivité;Communauté de communes Vendée Grand Littoral;8:30 - 12:30 ;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 ;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 ;-;
505;85;Palluau;26 rue Georges Clemenceau;;85169;85670;PALLUAU;46,804652;-1,620794;;;collectivité;Communauté de Communes Vie / Boulogne;-;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30;
506;85;Pouzauges;La Fournière;Communauté de communes du pays de Pouzauges la Fournière;85182;85700;POUZAUGES;46,77419;-0,847569;msap@paysdepouzauges.fr;2 51 57 53 93;collectivité;Communauté de communes du Pays de Pouzauges; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 14:00 - 17:00;-;
507;86;PIMMS Poitiers Saint-Eloi;15 avenue de la fraternité;;86194;86000;POITIERS;46,589976;0,38297;poitiers.st-eloi@pimms.org;5 49 52 67 66;PIMMS;Union Nationale des PIMMS;9:30 – 12:30;9:30 - 12:30 / 14:00 - 18:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30;-;
508;86;Moncontour;30 rue Maxime Ridouard;;86161;86330;MONCONTOUR;;;commune-de-moncontour2@orange.fr;5 49 22 88 86;Collectivité;Commune; 9:15 - 12:00 / 14:00 - 16:15;9:15 - 12:00 / 14:00 - 16:15;9:15 - 12:15;9:15 - 12:00 / 14:00 - 16:15;9:15 - 12:00 / 14:00 - 16:15;9:15 - 12:15;
511;87;Châlus;28 Avenue François Mittérrand;;87032;87230;CHALUS;45,654527;0,981322;accueil@paysdenexon-montsdechalus.fr;;Collectivité;Communauté de Communes;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;
512;87;PIMMS d'Ambazac;2 Place de la Gare ;Bâtiment SNCF;87002;87240;AMBAZAC;;;ambazac@pimms.org;;PIMMS;Union Nationale des PIMMS;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;-;
513;87;Châteauponsac;Place Ducoux;;87041;87290;CHATEAUPONSAC;46,132678;1,277431;msap.chateauponsac@orange.fr;;Collectivité;Commune;14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;
515;87;Nexon;5 Rue Jean-Jacques Rousseau;;87106;87800;NEXON;45,681147;1,183637;msap.nexon@orange.fr;;Association;AAJPN;14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;-;
518;88;La Vôge-les-Bains;5 rue du Général Leclerc;;88029;88240;LA VOGE-LES-BAINS;;;jnfrancois@pays-epinal.fr;3 29 39 64 83;Collectivité;PETR du Pays d'Epinal Coeur des Vosges;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;8:30 - 12:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;-;
519;88;Neufchâteau;5 square d'Indochine;;88321;88300;NEUFCHATEAU;48,355249;5,681388;ccas.neufchateau@mairie-neufchateau.fr;;Collectivité;Communauté de Communes de l'Ouest Vosgien;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
522;88;Bruyères;4 rue de la 36ème Division US;;88078;88600;BRUYERES;48,210262;6,716271;m.drouot@cc-bruyeres.fr;3 29 57 99 79;Collectivité;Communauté de Communes de Bruyères - Vallons des Vosges;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 19:00;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;13:00 - 17:00;-;
525;88;Rambervillers;1 place de la Gare;;88367;88700;RAMBERVILLERS;48,340184;6,63448;edelong@pays-epinal.fr;3 29 29 03 88;Collectivité;PETR du Pays d'Epinal Coeur des Vosges;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
526;89;Charny Orée de Puisaye;3 Route de Prunoy;;08986;89120;CHARNY OREE DE PUISAYE;47,887432;3,9557;mairie-chevillon.89@wanadoo.fr;;Collectivité;mairie;8:00 - 12:00 / 13:30 - 17:30;8:00 - 12:00 / 13:30 - 17:30;8:00 - 12:00 / 13:30 - 17:30;8:00 - 12:00 / 13:30 - 17:30;8:00 - 12:00 / 13:30 - 17:30;-;
530;89;Les Vallées de la Vanne;5 Route du Miroir;;89411;89320;LES VALLEES DE LA VANNE;48,167365;3,426606;msap@les-vallees-de-la-vanne.fr;3 73 74 95 86;Collectivité;Mairie;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00;-;
531;89;Chéroy;13 Rue de Paris;;89100;89690;CHEROY;48,202902;2,998647;sylvie.chassanis@laposte.fr;;La Poste;La Poste;-;10:00 - 12:15 / 13:30 - 16:30;9:00 - 12:15 / 13:30 - 16:30;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:00;
532;91;PIMMS Evry Cœur D'Essonne;407 Square Jacques Prévert;;91228;91000;EVRY;48,633152;2,430027;evry@pimms.org;1 16 91 81 81;PIMMS;Union Nationale des PIMMS;9:30 - 12:30 / 13:30 - 18:00;9:30 - 12:30 / 13:30 - 18:00;13:30 - 18:00;9:30 - 12:30 / 13:30 - 18:00;9:30 - 12:30 / 13:30 - 18:00;9:30 - 12:30 ;
533;91;Etampes;4 Rue Van Loo;;91223;91150;ETAMPES;;;sp-etampes@essonne.gouv.fr ;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
534;91;Athis Mons;3 Rue Pierre Bérégovoy;;91027;91200;ATHIS MONS;48,704077;2,363389;;;Collectivité;commune;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 18:00;10:00 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:00 ;
535;91;Coeur Essonne Agglomération;4 rue du Docteur Verdié ;;91021;91290;ARPAJON;48,586202;2,24873;;;Collectivité;EPCI;13:30 - 18:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 12:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 13:00 / 14:00 - 16:00;-;
536;91;Igny;1 rue Jules Ferry ;;91312;91430;IGNY;48,732239;2,226456;;;Collectivité;commune;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:30;-;
538;91;Communauté de communes du Val d’Essonne;Parvis des communautés;;91045;91610;BALLANCOURT SUR ESSONNE;42,167177;8,801346;;;Collectivité;EPCI;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 17:30;-;
539;91;Angerville;Place du Général Leclerc ;;91016;91670;ANGERVILLE;48,311074;2,000426;;;Collectivité;commune;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;-;
540;91;Saclas;19 Rue de la Mairie ;;91533;91690;SACLAS;48,360346;2,125281;franceservices@mairie-saclas.fr;1 69 55 88 00;Collectivité;Commune;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / Sur RDV : 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / Sur RDV : 13:30 - 17:00;8:00 - 12:00 / 13:30 - 16:00;8:00 - 12:00 ;
543;91;Brunoy;101 Rue De Cerçay ;;91114;91800;BRUNOY;48,707644;2,517446;serviceformation@mairie-brunoy.fr;;Collectivité;commune;8:45 - 12:00 / 13:45 - 17:30;8:45 - 12:00 / 13:45 - 17:30;8:30 - 12:00 ;8:45 - 12:00 / 13:45 - 17:30;8:45 - 12:00 / 13:45 - 17:30;8:30 - 12:00 ;
544;92;PIMMS Antony;Place des Baconnets;;92002;92160;ANTONY;48,73907;2,288935;antony@pimms.org; 15 55 90 94;PIMMS;Union Nationale des PIMMS;10:00 - 12:00 / 14:00 - 18:00;14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 17:00;-;
546;92;Villeneuve-la-Garenne;28 Avenue de Verdun;;92078;92390;VILLENEUVE LA GARENNE;48,935548;2,333265;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
547;92;Colombes;6, Place Louis Aragon;;92025;92700;COLOMBES;48,915046;2,22927;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
549;93;PIMMS Noisy-Le-Grand - Pavé-Neuf;11 - 15 Mail Fréderico Garcia;;93051;93160;NOISY LE GRAND;48,838867;2,556592;noisy-le-grand@pimms.org;1 43 05 18 89;PIMMS;Union Nationale des PIMMS;13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;9:00 - 12:00;
550;93;PIMMS Sevran;4 allée de la Pérouse;;93071;93270;SEVRAN;48,946115;2,519219;sevran@pimms.org;1 82 37 01 80;PIMMS;Union Nationale des PIMMS;13:00 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;
551;94;Nogent-sur-Marne;4 avenue de Lattre de Tassigny;;94052;94130;NOGENT SUR MARNE;48,836157;2,482848;;;Etat;Etat - sous-préfecture;9:00 - 12:15 / 14:00 - 16:00;9:00 - 12:15 / 14:00 - 16:00;9:00 - 12:15 / 14:00 - 16:00;9:00 - 12:00;9:00 - 12:15 / 14:00 - 16:00;-;
552;95;PIMMS de Garges-Sarcelles;2 Avenue du Général de Gaulle;Gare SNCF;95268;95140;GARGES LES GONESSE;48,975586;2,396632;garges-sarcelles@pimms.org;1 34 04 27 28;PIMMS;Union Nationale des PIMMS;9:00 - 12:30 / 14:00 - 17:00;13:30 - 18:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;-;
553;95;Vigny;1 Rue du General Leclerc;;95658;95450;VIGNY;49,077389;1,927555;marie.chabe@laposte.fr;;La Poste;La Poste;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 16:00;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00;
